numero,enunciado,A,B,C,D,E,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,ANO,TP_LINGUA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL
115.0,"Um Buraco Negro é um corpo celeste que possui uma
grande quantidade de matéria concentrada em uma pequena
região do espaço, de modo que sua força gravitacional é
tão grande que qualquer partícula fica aprisionada em sua
superfície, inclusive a luz. O raio dessa região caracteriza
uma superfície-limite, chamada de horizonte de eventos,
da qual nada consegue escapar. Considere que o Sol foi
instantaneamente substituído por um Buraco Negro com
a mesma massa solar, de modo que o seu horizonte de
eventos seja de aproximadamente 3,0 quilômetros.
Após a substituição descrita, o que aconteceria aos
planetas do Sistema Solar? ","Eles se moveriam em órbitas espirais, aproximando-se sucessivamente do Buraco Negro.
","Eles oscilariam aleatoriamente em torno de suas órbitas elípticas originais.
","Eles se moveriam em direção ao centro do Buraco Negro.
","Eles passariam a precessionar mais rapidamente.
",Eles manteriam suas órbitas inalteradas.,115.0,CN,87998.0,E,3.0,0.0,,214355,1.77912,8867.0,AMARELA,1086.0,2022.0,,0.0,
116.0,"Aplicações e implicações do ozônio na indústria,
ambiente e saúde
Durante o ano de 2020, impulsionado pela necessidade
de respostas rápidas e eficientes para desinfectar ambientes
de possíveis contaminações com o SARS-CoV-2, causador
da covid-19, diversas alternativas foram buscadas para
os procedimentos de descontaminação de materiais e
ambientes. Entre elas, o uso de ozônio em meio aquoso
como agente sanitizante para pulverização em humanos
e equipamentos de proteção em câmaras ou túneis,
higienização de automóveis e de ambientes fechados e
descontaminação de trajes. No entanto, pouca atenção foi
dada à toxicidade do ozônio, à formação de subprodutos, ao
nível de concentração segura e às precauções necessárias.
O grande risco envolvido no emprego indiscriminado
dessa substância deve-se à sua ação química como","catalisador.
","oxidante.
","redutor.
","ácido.
",base.,116.0,CN,141547.0,B,10.0,0.0,,190673,1.4644,34041.0,AMARELA,1086.0,2022.0,,0.0,
117.0,"Na figura está representado o mosaicismo em função da inativação aleatória de um dos cromossomos X, que
ocorre em todas as mulheres sem alterações patológicas.
Descrição da figura: Ilustração de um corpo humano feminino com as legendas Células com cromossomo X paterno
inativado, em cor preta, e Células com cromossomo X materno inativado, em cor branca. Do corpo humano feminino
partem setas que indicam amostras de células corporais (três em cor branca e três em cor preta). Ao lado estão
representados o gameta masculino (22+X), por um espermatozoide em cor preta, e o gameta feminino (22+X),
representado por um círculo em cor branca. Esses gametas se unem para formar o zigoto (44+XX), representado
por uma célula com metade do núcleo em cor preta e metade em cor branca. Uma seta parte do zigoto indicando a
formação da blástula (44+XX). A blástula é formada por algumas células em cor preta e outras em cor branca. Uma
seta associa uma das células da blástula de cor preta a uma das amostras de células corporais em cor preta. Uma seta
associa uma das células da blástula em cor branca a uma amostra de células corporais em cor branca.","pleiotropia.
","mutação gênica.
","interação gênica.
","penetrância incompleta.
",expressividade variável.,117.0,CN,98106.0,E,13.0,0.0,,246518,1.46748,6515.0,AMARELA,1086.0,2022.0,,0.0,
118.0,"O físico Hans C. Oersted observou que um fio
transportando corrente elétrica produz um campo
magnético. A presença do campo magnético foi verificada
ao aproximar uma bússola de um fio conduzindo corrente
elétrica. A figura ilustra um fio percorrido por uma corrente
elétrica i, constante e com sentido para cima. Os pontos
A, B e C estão num plano transversal e equidistantes do
fio. Em cada ponto foi colocada uma bússola.
Descrição da imagem: Afigura ilustra um plano sobre
o qual há uma circunferência pontilhada onde estão os
pontos A, B e C, respectivamente nas posições de 10
horas, 7 horas e 4 horas. No centro da circunferência,
há uma reta, perpendicular ao plano, que representa
o fio com uma seta para cima que indica o sentido da
corrente elétrica.Ao lado dessa figura, há uma bússola
que indica o Norte (na cor preta), na parte superior, e o
Sul (na cor branca), na parte inferior.
Considerando apenas o campo magnético por causa da
corrente i, as respectivas configurações das bússolas nos
pontos A, B e C serão","Descrição da imagem: Todas as bússolas
indicam o polo sul apontado para o centro da
circunferência.","Descrição da imagem: Todas as bússolas
indicam o polo norte apontado para o centro da
circunferência.","Descrição da imagem: A bússola do ponto
A está com o polo norte apontado no sentido
horário. A bússola do ponto B está com o polo
norte apontado para o centro da circunferência.
A bússola do ponto C está com o polo norte
apontado no sentido anti-horário.","Descrição da imagem: As bússolas dos pontos A,
B e C estão com o polo norte apontado no sentido
anti-horário.","Descrição da imagem: As bússolas dos pontos
A, B e C estão com o polo norte apontado no
sentido horário.",118.0,CN,111558.0,D,21.0,0.0,,329206,1.65709,14008.0,AMARELA,1086.0,2022.0,,0.0,
119.0,"Biofísica: fundamentos e aplicações
O quadro mostra valores de corrente elétrica e seus
efeitos sobre o corpo humano.
Descrição do quadro: Apresenta as correntes
elétricas e seus respectivos danos físicos.
Até 10 miliampères: dor e contração muscular.
De 10 miliampères até 20 miliampères: aumento das
contrações musculares.
De 20 miliampères até 100 miliampères: parada
respiratória.
De 100 miliampères até 3 ampères: fribrilação
ventricular.
Acima de 3 ampères: parada cardíaca e queimaduras.

A corrente elétrica que percorrerá o corpo de um
indivíduo depende da tensão aplicada e da resistência
elétrica média do corpo humano. Esse último fator está
intimamente relacionado com a umidade da pele, que seca
apresenta resistência elétrica da ordem de 500 quilo-ohms,
mas, se molhada, pode chegar a apenas 1 quilo-ohm.
Apesar de incomum, é possível sofrer um acidente
utilizando baterias de 12 volts. Considere que um
indivíduo com a pele molhada sofreu uma parada
respiratória ao tocar simultaneamente nos pontos A e B
de uma associação de duas dessas baterias.
Qual associação de baterias foi responsável pelo acidente?","Descrição da associação de baterias: O ponto A
está ligado ao polo positivo da primeira bateria, o
polo negativo da primeira bateria está ligado ao polo
positivo da segunda bateria, e o polo negativo da
segunda bateria está ligado ao ponto B.","Descrição da associação de baterias: O ponto A
está ligado ao polo positivo da primeira bateria, o
polo negativo da primeira bateria está ligado ao
polo negativo da segunda bateria, e o polo positivo
da segunda bateria está ligado ao ponto B.","Descrição da associação de baterias: O ponto A
está ligado ao polo negativo da primeira bateria,
que está ligado ao polo negativo da segunda
bateria. O polo positivo da primeira bateria está
ligado ao polo positivo da segunda bateria, que
está ligado ao ponto B.","Descrição da associação de baterias: O ponto A
está ligado ao polo negativo da primeira bateria,
o polo positivo da primeira bateria está ligado ao
polo positivo da segunda bateria, e o polo negativo
da segunda bateria está ligado ao ponto B.","Descrição da associação de baterias: O ponto A
está ligado ao polo positivo da primeira bateria e
ao polo negativo da segunda bateria. O ponto B
está ligado ao polo negativo da primeira bateria e
ao polo positivo da segunda bateria.",119.0,CN,81969.0,A,21.0,0.0,,200512,1.35453,16882.0,AMARELA,1086.0,2022.0,,0.0,
120.0,"Princípios de química: questionando a vida moderna e
o meio ambiente
O urânio é empregado como fonte de energia em reatores
nucleares. Para tanto, o seu mineral deve ser refinado,
convertido a hexafluoreto de urânio e posteriormente
enriquecido, para aumentar de 0,7 por cento a 3 por cento
a abundância de um isótopo específico — o urânio-235.
Uma das formas de enriquecimento utiliza a pequena
diferença de massa entre os hexafluoretos de urânio-235
e de urânio-238 para separá-los por efusão, precedida pela
vaporização. Esses vapores devem efundir repetidamente
milhares de vezes através de barreiras porosas formadas
por telas com grande número de pequenos orifícios. No
entanto, devido à complexidade e à grande quantidade de
energia envolvida, cientistas e engenheiros continuam a
pesquisar procedimentos alternativos de enriquecimento.
Considerando a diferença de massa mencionada entre os
dois isótopos, que tipo de procedimento alternativo ao da
efusão pode ser empregado para tal finalidade?","Peneiração.
","Centrifugação.
","Extração por solvente.
","Destilação fracionada.
",Separação magnética.,120.0,CN,141597.0,B,26.0,0.0,,213571,1.60964,14865.0,AMARELA,1086.0,2022.0,,0.0,
121.0,"A Agência Nacional de Vigilância Sanitária (Anvisa)
aprovou um produto de terapia gênica no país, indicado
para o tratamento da distrofia hereditária da retina. O
procedimento é recomendado para crianças acima de
12 meses e adultos com perda de visão causada pela
mutação do gene humano RPE65. O produto, elaborado
por engenharia genética, é composto por um vírus, no qual
foi inserida uma cópia do gene normal humano RPE65
para corrigir o funcionamento das células da retina.
O sucesso dessa terapia advém do fato de que o produto
favorecerá a","correção do código genético para a tradução da proteína.
","alteração do RNA ribossômico ligado à síntese da proteína.
","produção de mutações benéficas para a correção do problema.
","liberação imediata da proteína normal na região ocular humana.
",expressão do gene responsável pela produção da enzima normal.,121.0,CN,141725.0,E,29.0,0.0,,182114,1.93167,6674.0,AMARELA,1086.0,2022.0,,0.0,
122.0,"Aplicações ambientais de persulfato: remediação de
águas subterrâneas e solos contaminados
A figura ilustra esquematicamente um processo de
remediação de solos contaminados com tricloroeteno (TCE),
um agente desengraxante. Em razão de vazamentos de
tanques de estocagem ou de manejo inapropriado de resíduos
industriais, ele se encontra presente em águas subterrâneas,
nas quais forma uma fase líquida densa não aquosa (DNAPL)
que se deposita no fundo do aquífero. Essa tecnologia de
descontaminaçãoempregaoíonpersulfato(S2
O8
 de carga dois
menos), que é convertido no radical •SO4
 de carga negativa
por minerais que contêm Fe(3). O esquema representa de
forma simplificada o mecanismo de ação química sobre o TCE
e a formação dos produtos de degradação.
Descrição das equações químicas da figura: O
radical SO4
 de carga negativa provoca as reações
a seguir: o reagente TCE (ligação dupla entre os
carbonos de número 1 e 2, dois Cl ligados ao carbono
de número 1 e um Cl e um H ligados ao carbono
de número 2) forma o ácido dicloroetanoico (ligação
simples entre o grupo COOH e um carbono ligado a
dois Cl e um H), que forma o ácido etanodioico (dois
grupos COOH ligados entre si). O ácido etanodioico
forma o ácido metanoico (COOH ligado ao H), que
forma, como produtos finais de degradação, H2
O, CO2
e Cl de carga negativa.

Esse procedimento de remediação de águas subterrâneas
baseia-se em reações de

","oxirredução
","substituição
","precipitação
","desidratação
",neutralização,122.0,CN,141574.0,A,27.0,0.0,,69982,1.45358,3441.0,AMARELA,1086.0,2022.0,,0.0,
123.0,"De acordo com a Organização Mundial da Saúde, a filariose e a leishmaniose são consideradas doenças
tropicais infecciosas e constituem uma preocupação para a saúde pública por ser alto o índice de mortalidade a elas associado.
Uma medida profilática comum a essas duas doenças é o(a)
","incineração do lixo orgânico.
","construção de rede de esgoto.
","uso de vermífugo pela população.
","controle das populações dos vetores.
",consumo de carnes vermelhas bem cozidas.,123.0,CN,18228.0,D,30.0,0.0,,195358,1.46498,11246.0,AMARELA,1086.0,2022.0,,0.0,
124.0,"Em 2017, foi inaugurado, no estado da Bahia, o Parque Solar Lapa, composto por duas usinas (Bom Jesus
da Lapa e Lapa) e capaz de gerar cerca de 300 GWh de energia por ano. Considere que cada usina apresente potência igual a 75 MW, com o parque totalizando uma potência instalada de 150 MW. Considere ainda que a irradiância solar média é de 1 500 W/m² e que a eficiência dos painéis é de 20%.

Parque Solar Lapa entra em operação. Disponível em: Lnk
Nessas condições, a área total dos painéis solares que compõem o Parque Solar Lapa é mais próxima de:
","1 000 000 m²
","500 000 m²
","250 000 m²
","100 000 m²
",20 000 m²,124.0,CN,111668.0,B,23.0,0.0,,198964,1.87763,19415.0,AMARELA,1086.0,2022.0,,0.0,
125.0,"Os riscos apresentados pelos produtos dependem de
suas propriedades e da reatividade quando em contato
com outras substâncias. Para prevenir os riscos devido
à natureza química dos produtos, devemos conhecer
a lista de substâncias incompatíveis e de uso cotidiano
em fábricas, hospitais e laboratórios, a fim de observar
cuidados na estocagem, manipulação e descarte.
O quadro elenca algumas dessas incompatibilidades, que
podem levar à ocorrência de acidentes.
Descrição do quadro: Apresenta substâncias e suas
respectivas incompatibilidades e riscos associados.
Substância: Ácidos minerais fortes concentrados —
Incompatibilidade: Bases fortes, Cianetos e Hipoclorito
de sódio — Riscos associados: Reação enérgica,
explosão, produção de oxidante forte e produto tóxico.
Substância: Ácido nítrico concentrado —
Incompatibilidade: Matéria orgânica — Riscos associados:
Reação enérgica, explosão e produto tóxico.
Considere que houve o descarte indevido de dois
conjuntos de substâncias:
(1) ácido clorídrico concentrado com cianeto de potássio;
(2) ácido nítrico concentrado com sacarose.
O descarte dos conjuntos (1) e (2) resultará,
respectivamente, em","liberação de gás tóxico e reação oxidativa forte.
","reação oxidativa forte e liberação de gás tóxico.
","formação de sais tóxicos e reação oxidativa forte.
","liberação de gás tóxico e liberação de gás oxidante.
",formação de sais tóxicos e liberação de gás oxidante.,125.0,CN,111694.0,A,27.0,0.0,,207884,2.23408,17191.0,AMARELA,1086.0,2022.0,,0.0,
126.0,"Um pai faz um balanço utilizando dois segmentos paralelos e iguais da mesma corda para fixar uma tábua a uma barra horizontal. Por segurança, opta por um tipo de corda cuja tensão de ruptura seja 25% superior à tensão máxima calculada nas seguintes condições:

• O ângulo máximo atingido pelo balanço em relação
à vertical é igual a 90°;

• Os filhos utilizarão o balanço até que tenham uma
massa de 24 kg.

Além disso, ele aproxima o movimento do balanço para o movimento circular uniforme, considera que a aceleração da gravidade é igual a 10  m/s² se despreza forças dissipativas.

Qual é a tensão de ruptura da corda escolhida?
","120 N
","300 N
","360 N
","450 N
",900 N,126.0,CN,89554.0,D,7.0,1.0,BLG não rodou,,,,AMARELA,1086.0,2022.0,,0.0,
127.0,"O uso de materiais híbridos ou nanocompósitos
como revestimentos anticorrosivos do aço
A nanotecnologia é responsável pelo aprimoramento
de diversos materiais, incluindo os que são impactados
com a presença de poluentes e da umidade na atmosfera,
causadores de corrosão. O processo de corrosão é
espontâneo e provoca a deterioração de metais como
o ferro, que, em presença de oxigênio e água, sofre
oxidação, conforme ilustra a equação química:
Descrição da equação química: 4 Fe (sólido) reage
com 2 H2O (líquido) e 3 O2 gasoso formando o produto 2 Fe2O3 hidratado (sólido).","proteção catódica, que utiliza um metal fortemente redutor.
","uso de metais de sacrifício, que se oxidam no lugar do ferro.
","passivação do ferro, que fica revestido pelo seu próprio óxido.
","efeito de barreira, que impede o contato com o agente oxidante.
","galvanização, que usa outros metais de menor potencial de redução.",127.0,CN,141605.0,D,19.0,1.0,Bilog não converge,,,,AMARELA,1086.0,2022.0,,0.0,
128.0,"As células da epiderme da folha da Tradescantia pallida purpurea, uma herbácea popularmente conhecida como trapoeraba-roxa, contém um vacúolo onde se encontra um pigmento que dá a coloração arroxeada a esse tecido. Em um experimento, um corte da epiderme de uma folha da trapoeraba-roxa foi imerso em ambiente hipotônico e, logo em seguida, foi colocado em uma lâmina e observado em microscópio óptico.
Durante a observação desse corte, foi possível identificar o(a)
","acúmulo do solvente com fragmentação da organela.
","rompimento da membrana celular com liberação do citosol.
","aumento do vacúolo com diluição do pigmento no seu interior.
","quebra da parede celular com extravasamento do pigmento.
",murchamento da célula com expulsão do pigmento do vacúolo.,128.0,CN,117854.0,C,15.0,0.0,,355169,1.49398,20257.0,AMARELA,1086.0,2022.0,,0.0,
129.0,"Mudanças climáticas e ilhas de calor urbanas
A variação da incidência de radiação solar sobre
a superfície da Terra resulta em uma variação de
temperatura ao longo de um dia denominada amplitude
térmica. Edificações e pavimentações realizadas nas
áreas urbanas contribuem para alterar as amplitudes
térmicas dessas regiões, em comparação com regiões que
mantêm suas características naturais, com presença de
vegetação e água, já que o calor específico do concreto é
inferior ao da água. Assim, parte da avaliação do impacto
ambiental que a presença de concreto proporciona às
áreas urbanas consiste em considerar a substituição
da área concretada por um mesmo volume de água e
comparar as variações de temperatura devido à absorção
da radiação solar nas duas situações (concretada e
alagada). Desprezando os efeitos da evaporação e
considerando que toda a radiação é absorvida, essa
avaliação pode ser realizada com os seguintes dados:
Descrição do quadro: Apresenta as densidades, em
quilograma por metro cúbico, e calores específicos, em
joule por grama por grau Celsius, da água e do concreto.
Água — Densidade: 1 000; e Calor específico: 4,2.
Concreto — Densidade: 2 500; e Calor específico: 0,8.
A razão entre as variações de temperatura nas áreas concretada e alagada é mais próxima de
","1,0.
","2,1.
","2,5.
","5,3.
","13,1.",129.0,CN,141545.0,B,12.0,0.0,,233494,1.44802,20932.0,AMARELA,1086.0,2022.0,,0.0,
130.0,"O elemento iodo (I) tem função biológica e é
acumulado na tireoide. Nos acidentes nucleares de
Chernobyl e Fukushima, ocorreu a liberação para a
atmosfera do radioisótopo iodo-131, responsável por
enfermidades nas pessoas que foram expostas a ele. O
decaimento de uma massa de 12 microgramas do isótopo
iodo-131 foi monitorado por 14 dias, conforme o quadro.
Descrição do quadro: Dados em duas colunas.
A primeira coluna indica o tempo decorrido, em dia.
A segunda coluna indica as respectivas massas
residuais de iodo-131, em micrograma.
Tempo: 0; massa residual 12,0.
Tempo: 2; massa residual 10,1.
Tempo: 4; massa residual 8,5.
Tempo: 5; massa residual 7,8.
Tempo: 6; massa residual 7,2.
Tempo: 8; massa residual 6,0.
Tempo: 14; massa residual 3,6.
Após o período de 40 dias, a massa residual desse
isótopo é mais próxima de","2,4 µg.
","1,5 µg.
","0,8 µg.
","0,4 µg.
","0,2 µg.",130.0,CN,96189.0,D,22.0,0.0,,254149,1.20769,21012.0,AMARELA,1086.0,2022.0,,0.0,
131.0,"Desde a proposição da teoria de seleção natural
por Darwin, os seres vivos nunca mais foram olhados
da mesma forma. No que diz respeito à reprodução de
anfíbios anuros, os cientistas já descreveram diferentes
padrões reprodutivos, como os exemplificados a seguir:
Espécie 1 – As fêmeas produzem cerca de
5 000 gametas, que são fecundados na água, em
lagoas temporárias de estação chuvosa. Todo o
desenvolvimento embrionário, do ovo à metamorfose,
ocorre, nesse ambiente, independente dos pais.
Espécie 2 – As fêmeas produzem aproximadamente
200 gametas, que são depositados em poças próximas a
corpos-d’água. Os embriões são vigiados pelos machos
durante boa parte do seu desenvolvimento.
Espécie 3 – As fêmeas produzem por volta de
20 gametas, que são fecundados sobre a superfície das
folhas de plantas cujos galhos estão dispostos acima da
superfície de corpos-d’água e aí se desenvolvem até
a eclosão.
Espécie 4 – As fêmeas produzem poucos gametas
que, quando fecundados, são “abocanhados” pelos
machos. Os embriões se desenvolvem no interior do
saco vocal do macho até a metamorfose, quando saem
através da boca do pai.
Os padrões descritos evidenciam que
","as fêmeas influenciam o comportamento dos machos.
","o cuidado parental é necessário para o desenvolvimento
","o grau de evolução determina o comportamento reprodutivo.
","o sucesso reprodutivo pode ser garantido por estratégias diferentes.
",o ambiente induz modificação na produção do número de gametas femininos.,131.0,CN,141712.0,D,16.0,0.0,,187507,0.91052,15109.0,AMARELA,1086.0,2022.0,,0.0,
132.0,"O eixo de rotação da Terra apresenta uma inclinação em relação ao plano de sua órbita em torno do Sol, interferindo
na duração do dia e da noite ao longo do ano.
Descrição da imagem: Representação esquemática do globo terrestre em 21 de dezembro. O globo é
representado por um círculo dividido ao meio por uma linha vertical, com a incidência direta de raios solares
ao meio-dia, representados por setas horizontais da esquerda para a direita. A metade esquerda representa a
parte iluminada (dia) e a metade direita representa a parte sombreada (noite). O eixo de rotação da Terra está
inclinado em relação à vertical e é representado por uma reta com a metade superior na parte sombreada e a
metade inferior na parte iluminada. Perpendicularmente ao eixo de rotação estão indicados, de cima para baixo,
o Polo Norte, com o Círculo Polar Ártico, o Trópico de Câncer, a Linha do Equador, o Trópico de Capricórnio e
o Polo Sul, com o Círculo Polar Antártico.
Uma pessoa instala em sua residência uma placa fotovoltaica, que transforma energia solar em elétrica. Ela monitora
a energia total produzida por essa placa em 4 dias do ano, ensolarados e sem nuvens, e lança os resultados no gráfico.
Descrição da imagem: Gráfico de barras verticais. No eixo horizontal, estão quatro dias do ano e, no eixo
vertical, está a energia total produzida pela placa fotovoltaica. Da esquerda para direita, estão posicionadas
quatro barras, correspondentes aos dias 10 de janeiro; 10 de abril; 10 de julho e 10 de outubro. A barra
correspondente ao dia 10 de janeiro é a maior de todas. A barra correspondente ao dia 10 de julho é a menor
de todas. As barras correspondentes aos dias 10 de abril e 10 de outubro têm alturas semelhantes, sendo a de
10 de abril um pouco maior que a do dia 10 de outubro.
Próximo a que região se situa a residência onde as placas foram instaladas?","Trópico de Capricórnio.
","Trópico de Câncer.
","Polo Norte.
","Polo Sul.
",Equador,132.0,CN,43073.0,A,17.0,0.0,,148588,0.96735,24215.0,AMARELA,1086.0,2022.0,,0.0,
133.0,"Em uma indústria, o controle da dureza da água é importante quando ela é utilizada em caldeiras, uma vez que sais pouco solúveis, formados a partir de sulfatos e carbonatos, podem acumular-se no interior das tubulações, causando obstruções. Para avaliar a água utilizada nessa indústria, foram realizados testes de qualidade que consideraram os parâmetros apresentados no quadro. Descrição do quadro: O quadro indica os parâmetros medidos para testes de 1 a 5: Teste 1: cálcio; Teste 2: cloreto; Teste 3: turbidez; Teste 4: coliformes totais; Teste 5: sólidos sedimentáveis. Teste Parâmetro medido 1 Cálcio 2 Cloreto 3 Turbidez 4 Coliformes totais 5 Sólidos sedimentáveis Qual teste deve ser considerado para controlar a formação desse tipo de obstrução de tubulações?",1,2,3,4,5,133.0,CN,66330.0,A,7.0,0.0,,1.0858,2.67412,10118.0,LARANJA,1227.0,2023.0,,0.0,
134.0,"As aves apresentam dois tipos de músculos em seus corpos: vermelhos e brancos. Aves migratórias como garças, gansos e patos selvagens têm os músculos vermelhos bem desenvolvidos, com ampla rede de vasos sanguíneos. Nas viagens por grandes distâncias,",execução de manobras.,metabolismo corpóreo elevado.,manutenção da aerodinâmica.,deslocamento a grandes velocidades.,capacidade de voo em grandes altitudes.,134.0,CN,48492.0,B,28.0,0.0,,103631,2.13278,24911.0,LARANJA,1227.0,2023.0,,0.0,
135.0,"Existe no comércio um produto antimofo constituído por uma embalagem com tampa perfurada contendo cloreto de cálcio anidro, CaCl 2 . Uma vez aberto o lacre, essa substância absorve a umidade ambiente, transformando-se em cloreto de cálcio di-hidratado, fórmula CaCl 2 ponto 2H2O. Considere a massa molar da água igual a 18 gramas por mol, e a massa molar do cloreto de cálcio anidro igual a 111 gramas por mol. Na hidratação da substância presente no antimof",14 por cento,16 por cento,24 por cento,32 por cento,75 por cento,135.0,CN,63155.0,D,26.0,0.0,,397972,1.34607,24211.0,LARANJA,1227.0,2023.0,,0.0,
91.0,"É comum em viagens de avião sermos solicitados a desligar aparelhos cujo funcionamento envolva a emissão ou a recepção de ondas eletromagnéticas, como celulares. A justificativa dada para esse procedimento é, entre outras coisas, a necessidade de eliminar fontes de sinais eletromagnéticos que possam interferir nas comunicações, via rádio, dos pilotos com a torre de controle.

Essa interferência poderá ocorrer somente se as ondas emitidas pelo celular e as recebidas pelo rádio do avião",forem ambas audíveis.,tiverem a mesma potência.,tiverem a mesma frequência.,tiverem a mesma intensidade.,propagarem-se com velocidades diferentes.,91.0,CN,40724.0,C,2.0,0.0,,187231,-0.45616,19791.0,LARANJA,1227.0,2023.0,,0.0,
92.0,"Terpenos com atividade inseticida: uma alternativa para o controle químico de insetos

O Aldrin é um inseticida agrícola organoclorado sintético de baixa polaridade, cuja estrutura molecular simétrica, de fórmula C12H8Cl6, está ilustrada na figura. Introduzido na agricultura a partir da década de 1950, esse composto apresenta alta persistência no meio ambiente e acumulação nos organismos, sendo danoso para a saúde.

Descrição da ilustração: Estrutura química da molécula de Aldrin. Essa ilustração não foi descrita, pois suas informações não foram solicitadas para a resolução da questão. (Fim da descrição)

Um pesquisador coletou fluidos biológicos de indivíduos de uma população contaminada por esse inseticida agrícola. Ele analisou amostras de saliva, sangue, lágrima, urina e leite quanto à presença dessa substância.

Em qual dos fluidos o pesquisador provavelmente encontrou a maior concentração dessa substância?","Saliva, por consequência da atividade de enzimas.","Sangue, em função das hemácias e leucócitos.","Lágrima, em razão da concentração de sais.","Urina, pela presença de moléculas de ureia.","Leite, por causa do alto teor de gorduras.",92.0,CN,60332.0,E,10.0,0.0,,339558,1.60649,8851.0,LARANJA,1227.0,2023.0,,0.0,
93.0,"Cafeteria adota copo reutilizável feito com casca de café

Uma cafeteria adotou copos fabricados a partir de uma composição de 50 por cento de plástico reciclado não biodegradável e 50 por cento de casca de café. O copo é reutilizável e retornável, pois o material, semelhante a uma cerâmica, suporta a lavagem. Embora ele seja comercializado por um preço considerado alto quando comparado ao de um copo de plástico descartável, essa cafeteria possibilita aos clientes retornarem o copo sujo e levarem o café quente servido em outro copo já limpo e higienizado. O material desse copo oferece também o conforto de não esquentar na parte externa.

Quais duas vantagens esse copo apresenta em comparação ao copo descartável?",Ter a durabilidade de uma cerâmica e ser totalmente biodegradável.,Ser tão durável quanto uma cerâmica e ter alta condutividade térmica.,Ter baixa condutividade térmica e reduzir o resíduo não biodegradável na natureza.,Ter baixa condutividade térmica e reduzir o resíduo não biodegradável na natureza.,Ter alta condutividade térmica e possibilitar a degradação do material no meio ambiente.,93.0,CN,126604.0,D,12.0,0.0,,309202,0.32873,1577.0,LARANJA,1227.0,2023.0,,0.0,
94.0,"Um método simples para avaliar o teor de sacarose e C O2 em refrigerantes
   
O consumo exagerado de refrigerantes é preocupante, pois contribui para o aumento de casos de obesidade e diabetes. Considere dois refrigerantes enlatados, um comum e um diet, e que ambos possuam a mesma quantidade de aditivos, exceto pela presença de açúcar. O refrigerante comum contém basicamente água carbonatada e grande quantidade de açúcar; já o refrigerante diet tem água carbonatada e adoçantes, cujas massas são muito pequenas.

Entre as duas versões apresentadas, o refrigerante comum possui",maior densidade.,menor viscosidade.,menor massa de solutos dissolvidos.,menor massa de solutos dissolvidos.,maior temperatura de congelamento.,94.0,CN,117631.0,A,18.0,0.0,,150761,0.49481,17371.0,LARANJA,1227.0,2023.0,,0.0,
95.0,"O descarte de detergentes comuns nos esgotos domésticos ocasiona a formação de uma camada de espuma que impede a entrada de oxigênio na água. Os microrganismos que vivem nessas águas não são capazes de quebrar moléculas ramificadas, ocorrendo assim um desequilíbrio ambiental nos rios. A fórmula a seguir representa a estrutura química de um tensoativo presente na composição de um detergente não biodegradável.

Descrição da estrutura química: Estrutura do tensoativo não biodegradável, que tem como cadeia principal o grupo benzenossulfonato de sódio (anel aromático ligado a S O3 de carga negativa, que interage com o cátion N a de carga positiva). Ao anel aromático desse grupo encontra-se ligada uma ramificação com uma cadeia carbônica de sete átomos de carbono que contém, em seis deles, ramificações com grupos CH3. (Fim da descrição)

Qual modificação química na estrutura desse tensoativo o tornaria um detergente biodegradável?",Retirar a parte polar da molécula.,Eliminar as insaturações do anel aromático.,Trocar o grupo aniônico por um grupo neutro.,Alterar o grupo aniônico por um grupo catiônico.,Modificar a cadeia carbônica para cadeia normal.,95.0,CN,43890.0,E,27.0,0.0,,363689,1.43988,1836.0,LARANJA,1227.0,2023.0,,0.0,
96.0,"Avaliação de substâncias genotóxicas 
Micronúcleos em células tumorais: biologia e implicações para a tumorigênese

O ensaio de micronúcleos é um teste de avaliação de genotoxicidade que associa a presença de micronúcleos (pequenos núcleos que aparecem próximo aos núcleos das células) com lesões genéticas. Os micronúcleos são fragmentos de DNA encapsulados, provenientes do fuso mitótico durante a divisão celular.

Os micronúcleos se originam dos(as)",nucléolos.,lisossomos.,ribossomos,mitocôndrias.,cromossomos.,96.0,CN,85436.0,E,29.0,0.0,,156816,1.75342,18632.0,LARANJA,1227.0,2023.0,,0.0,
